step,lr,train_loss,val_loss,step_ms
0,3e-05,3.920253276824951,3.931206703186035,627.7773343026638
250,0.002993761802481418,1.566858172416687,1.7740676403045654,9.935512207448483
500,0.00295584806510269,1.343103051185608,1.6112197637557983,9.995132684707642
750,0.002884457041071347,1.2431278228759766,1.5737576484680176,10.345588438212872
1000,0.002781418941603985,1.1408522129058838,1.5948175191879272,9.902717545628548
1250,0.002649375296051676,1.0035380125045776,1.671082615852356,9.810728952288628
1500,0.0024917112325092902,0.8331277966499329,1.8390634059906006,9.91707667708397
1750,0.0023124686952053163,0.6606191992759705,2.1133997440338135,11.230137199163437
2000,0.0021162428234687653,0.5114477276802063,2.3690526485443115,9.952136315405369
2250,0.0019080641487468528,0.38942283391952515,2.6439273357391357,10.937516577541828
2500,0.001693269629721735,0.300897479057312,2.9233617782592773,9.938310831785202
2750,0.0014773658317259167,0.2414209395647049,3.1782941818237305,11.123362928628922
3000,0.0012658877580481063,0.201685830950737,3.3955111503601074,9.877502918243408
3250,0.0010642569521912967,0.17233888804912567,3.6582398414611816,10.814172215759754
3500,0.0008776425088350712,0.14988206326961517,3.851979970932007,9.959320537745953
3750,0.0007108285566852934,0.1319667249917984,4.0110764503479,11.164026334881783
4000,0.0005680916104782587,0.11781808733940125,4.160932540893555,9.817841462790966
4250,0.0004530909363964498,0.10879701375961304,4.2399821281433105,11.045299470424652
4500,0.00036877474153559735,0.10220257937908173,4.3502726554870605,10.15088427811861
4750,0.00031730459239049226,0.09807384759187698,4.442807197570801,11.209339834749699
4999,0.000300000277467003,0.09440548717975616,4.474689483642578,9.960842318832874
